,label,path,category
435,44,ESC-50-master/audio/2-106015-B-44.wav,engine
436,13,ESC-50-master/audio/2-106019-A-13.wav,crickets
437,36,ESC-50-master/audio/2-106072-A-36.wav,vacuum_cleaner
438,36,ESC-50-master/audio/2-106073-A-36.wav,vacuum_cleaner
439,44,ESC-50-master/audio/2-106486-A-44.wav,engine
440,44,ESC-50-master/audio/2-106487-A-44.wav,engine
441,47,ESC-50-master/audio/2-106849-A-47.wav,airplane
442,39,ESC-50-master/audio/2-106881-A-39.wav,glass_breaking
443,44,ESC-50-master/audio/2-107228-A-44.wav,engine
444,44,ESC-50-master/audio/2-107228-B-44.wav,engine
445,20,ESC-50-master/audio/2-107351-A-20.wav,crying_baby
446,20,ESC-50-master/audio/2-107351-B-20.wav,crying_baby
447,24,ESC-50-master/audio/2-108017-A-24.wav,coughing
448,14,ESC-50-master/audio/2-108760-A-14.wav,chirping_birds
449,14,ESC-50-master/audio/2-108760-B-14.wav,chirping_birds
450,14,ESC-50-master/audio/2-108761-A-14.wav,chirping_birds
451,9,ESC-50-master/audio/2-108763-A-9.wav,crow
452,9,ESC-50-master/audio/2-108766-A-9.wav,crow
453,9,ESC-50-master/audio/2-108767-A-9.wav,crow
454,9,ESC-50-master/audio/2-108767-B-9.wav,crow
455,9,ESC-50-master/audio/2-108767-C-9.wav,crow
456,9,ESC-50-master/audio/2-109231-A-9.wav,crow
457,9,ESC-50-master/audio/2-109231-B-9.wav,crow
458,9,ESC-50-master/audio/2-109231-C-9.wav,crow
459,32,ESC-50-master/audio/2-109316-A-32.wav,keyboard_typing
460,16,ESC-50-master/audio/2-109371-A-16.wav,wind
461,16,ESC-50-master/audio/2-109371-B-16.wav,wind
462,16,ESC-50-master/audio/2-109371-C-16.wav,wind
463,16,ESC-50-master/audio/2-109371-D-16.wav,wind
464,16,ESC-50-master/audio/2-109374-A-16.wav,wind
465,21,ESC-50-master/audio/2-109505-A-21.wav,sneezing
466,26,ESC-50-master/audio/2-109759-A-26.wav,laughing
467,26,ESC-50-master/audio/2-109759-B-26.wav,laughing
468,5,ESC-50-master/audio/2-110010-A-5.wav,cat
469,5,ESC-50-master/audio/2-110011-A-5.wav,cat
470,28,ESC-50-master/audio/2-110417-A-28.wav,snoring
471,28,ESC-50-master/audio/2-110417-B-28.wav,snoring
472,13,ESC-50-master/audio/2-110613-A-13.wav,crickets
473,8,ESC-50-master/audio/2-110614-A-8.wav,sheep
474,8,ESC-50-master/audio/2-110614-B-8.wav,sheep
475,39,ESC-50-master/audio/2-112213-A-39.wav,glass_breaking
476,39,ESC-50-master/audio/2-112213-B-39.wav,glass_breaking
477,30,ESC-50-master/audio/2-114254-A-30.wav,door_wood_knock
478,0,ESC-50-master/audio/2-114280-A-0.wav,dog
479,0,ESC-50-master/audio/2-114587-A-0.wav,dog
480,28,ESC-50-master/audio/2-114609-A-28.wav,snoring
481,28,ESC-50-master/audio/2-114609-B-28.wav,snoring
482,0,ESC-50-master/audio/2-116400-A-0.wav,dog
483,37,ESC-50-master/audio/2-117116-A-37.wav,clock_alarm
484,0,ESC-50-master/audio/2-117271-A-0.wav,dog
485,28,ESC-50-master/audio/2-117330-A-28.wav,snoring
486,48,ESC-50-master/audio/2-117615-A-48.wav,fireworks
487,48,ESC-50-master/audio/2-117615-B-48.wav,fireworks
488,48,ESC-50-master/audio/2-117615-C-48.wav,fireworks
489,48,ESC-50-master/audio/2-117615-D-48.wav,fireworks
490,48,ESC-50-master/audio/2-117615-E-48.wav,fireworks
491,48,ESC-50-master/audio/2-117616-A-48.wav,fireworks
492,48,ESC-50-master/audio/2-117617-A-48.wav,fireworks
493,10,ESC-50-master/audio/2-117625-A-10.wav,rain
494,3,ESC-50-master/audio/2-117795-A-3.wav,cow
495,3,ESC-50-master/audio/2-117795-B-3.wav,cow
496,0,ESC-50-master/audio/2-118072-A-0.wav,dog
497,21,ESC-50-master/audio/2-118104-A-21.wav,sneezing
498,32,ESC-50-master/audio/2-118459-A-32.wav,keyboard_typing
499,32,ESC-50-master/audio/2-118459-B-32.wav,keyboard_typing
500,30,ESC-50-master/audio/2-118624-A-30.wav,door_wood_knock
501,30,ESC-50-master/audio/2-118625-A-30.wav,door_wood_knock
502,32,ESC-50-master/audio/2-118817-A-32.wav,keyboard_typing
503,0,ESC-50-master/audio/2-118964-A-0.wav,dog
504,21,ESC-50-master/audio/2-119102-A-21.wav,sneezing
505,31,ESC-50-master/audio/2-119139-A-31.wav,mouse_click
506,8,ESC-50-master/audio/2-119161-A-8.wav,sheep
507,8,ESC-50-master/audio/2-119161-B-8.wav,sheep
508,8,ESC-50-master/audio/2-119161-C-8.wav,sheep
509,38,ESC-50-master/audio/2-119748-A-38.wav,clock_tick
510,30,ESC-50-master/audio/2-120218-A-30.wav,door_wood_knock
511,30,ESC-50-master/audio/2-120218-B-30.wav,door_wood_knock
512,32,ESC-50-master/audio/2-120333-A-32.wav,keyboard_typing
513,6,ESC-50-master/audio/2-120586-A-6.wav,hen
514,6,ESC-50-master/audio/2-120587-A-6.wav,hen
515,35,ESC-50-master/audio/2-121909-A-35.wav,washing_machine
516,29,ESC-50-master/audio/2-121978-A-29.wav,drinking_sipping
517,45,ESC-50-master/audio/2-122066-A-45.wav,train
518,45,ESC-50-master/audio/2-122066-B-45.wav,train
519,45,ESC-50-master/audio/2-122067-A-45.wav,train
520,45,ESC-50-master/audio/2-122067-B-45.wav,train
521,0,ESC-50-master/audio/2-122104-A-0.wav,dog
522,0,ESC-50-master/audio/2-122104-B-0.wav,dog
523,14,ESC-50-master/audio/2-122616-A-14.wav,chirping_birds
524,29,ESC-50-master/audio/2-122763-A-29.wav,drinking_sipping
525,29,ESC-50-master/audio/2-122763-B-29.wav,drinking_sipping
526,36,ESC-50-master/audio/2-122820-A-36.wav,vacuum_cleaner
527,36,ESC-50-master/audio/2-122820-B-36.wav,vacuum_cleaner
528,33,ESC-50-master/audio/2-123712-A-33.wav,door_wood_creaks
529,24,ESC-50-master/audio/2-123896-A-24.wav,coughing
530,15,ESC-50-master/audio/2-124564-A-15.wav,water_drops
531,11,ESC-50-master/audio/2-124662-A-11.wav,sea_waves
532,43,ESC-50-master/audio/2-125520-A-43.wav,car_horn
533,13,ESC-50-master/audio/2-125821-A-13.wav,crickets
534,13,ESC-50-master/audio/2-125875-A-13.wav,crickets
535,11,ESC-50-master/audio/2-125966-A-11.wav,sea_waves
536,17,ESC-50-master/audio/2-126433-A-17.wav,pouring_water
537,29,ESC-50-master/audio/2-126756-A-29.wav,drinking_sipping
538,38,ESC-50-master/audio/2-127108-A-38.wav,clock_tick
539,6,ESC-50-master/audio/2-127109-A-6.wav,hen
540,43,ESC-50-master/audio/2-128465-A-43.wav,car_horn
541,43,ESC-50-master/audio/2-128465-B-43.wav,car_horn
542,21,ESC-50-master/audio/2-128631-A-21.wav,sneezing
543,34,ESC-50-master/audio/2-130245-A-34.wav,can_opening
544,21,ESC-50-master/audio/2-130978-A-21.wav,sneezing
545,21,ESC-50-master/audio/2-130979-A-21.wav,sneezing
546,38,ESC-50-master/audio/2-131943-A-38.wav,clock_tick
547,11,ESC-50-master/audio/2-132157-A-11.wav,sea_waves
548,11,ESC-50-master/audio/2-132157-B-11.wav,sea_waves
549,11,ESC-50-master/audio/2-133863-A-11.wav,sea_waves
550,30,ESC-50-master/audio/2-133889-A-30.wav,door_wood_knock
551,6,ESC-50-master/audio/2-134049-A-6.wav,hen
552,38,ESC-50-master/audio/2-134700-A-38.wav,clock_tick
553,30,ESC-50-master/audio/2-134915-A-30.wav,door_wood_knock
554,45,ESC-50-master/audio/2-135649-A-45.wav,train
555,45,ESC-50-master/audio/2-135649-B-45.wav,train
556,45,ESC-50-master/audio/2-135649-C-45.wav,train
557,38,ESC-50-master/audio/2-135728-A-38.wav,clock_tick
558,49,ESC-50-master/audio/2-135860-A-49.wav,hand_saw
559,11,ESC-50-master/audio/2-137162-A-11.wav,sea_waves
560,31,ESC-50-master/audio/2-138257-A-31.wav,mouse_click
561,43,ESC-50-master/audio/2-138465-A-43.wav,car_horn
562,15,ESC-50-master/audio/2-139748-A-15.wav,water_drops
563,15,ESC-50-master/audio/2-139748-B-15.wav,water_drops
564,15,ESC-50-master/audio/2-139749-A-15.wav,water_drops
565,38,ESC-50-master/audio/2-140147-A-38.wav,clock_tick
566,30,ESC-50-master/audio/2-140841-A-30.wav,door_wood_knock
567,39,ESC-50-master/audio/2-141563-A-39.wav,glass_breaking
568,38,ESC-50-master/audio/2-141584-A-38.wav,clock_tick
569,36,ESC-50-master/audio/2-141681-A-36.wav,vacuum_cleaner
570,36,ESC-50-master/audio/2-141681-B-36.wav,vacuum_cleaner
571,36,ESC-50-master/audio/2-141682-A-36.wav,vacuum_cleaner
572,36,ESC-50-master/audio/2-141682-B-36.wav,vacuum_cleaner
573,34,ESC-50-master/audio/2-144031-A-34.wav,can_opening
574,43,ESC-50-master/audio/2-144137-A-43.wav,car_horn
575,31,ESC-50-master/audio/2-146877-A-31.wav,mouse_click
576,31,ESC-50-master/audio/2-146877-B-31.wav,mouse_click
577,20,ESC-50-master/audio/2-151079-A-20.wav,crying_baby
578,31,ESC-50-master/audio/2-152895-A-31.wav,mouse_click
579,31,ESC-50-master/audio/2-152964-A-31.wav,mouse_click
580,31,ESC-50-master/audio/2-153388-A-31.wav,mouse_click
581,31,ESC-50-master/audio/2-154688-A-31.wav,mouse_click
582,11,ESC-50-master/audio/2-155801-A-11.wav,sea_waves
583,6,ESC-50-master/audio/2-157488-A-6.wav,hen
584,2,ESC-50-master/audio/2-158746-A-2.wav,pig
585,2,ESC-50-master/audio/2-158746-B-2.wav,pig
586,2,ESC-50-master/audio/2-158746-C-2.wav,pig
587,2,ESC-50-master/audio/2-158746-D-2.wav,pig
588,7,ESC-50-master/audio/2-160128-A-7.wav,insects
589,47,ESC-50-master/audio/2-160888-A-47.wav,airplane
590,48,ESC-50-master/audio/2-165801-A-48.wav,fireworks
591,2,ESC-50-master/audio/2-166644-A-2.wav,pig
592,2,ESC-50-master/audio/2-166644-B-2.wav,pig
593,2,ESC-50-master/audio/2-166644-C-2.wav,pig
594,39,ESC-50-master/audio/2-173559-A-39.wav,glass_breaking
595,39,ESC-50-master/audio/2-173607-A-39.wav,glass_breaking
596,39,ESC-50-master/audio/2-173618-A-39.wav,glass_breaking
597,8,ESC-50-master/audio/2-182508-A-8.wav,sheep
598,8,ESC-50-master/audio/2-182508-B-8.wav,sheep
599,49,ESC-50-master/audio/2-184077-A-49.wav,hand_saw
600,12,ESC-50-master/audio/2-18766-A-12.wav,crackling_fire
601,12,ESC-50-master/audio/2-18766-B-12.wav,crackling_fire
602,40,ESC-50-master/audio/2-188822-A-40.wav,helicopter
603,40,ESC-50-master/audio/2-188822-B-40.wav,helicopter
604,40,ESC-50-master/audio/2-188822-C-40.wav,helicopter
605,40,ESC-50-master/audio/2-188822-D-40.wav,helicopter
606,8,ESC-50-master/audio/2-196688-A-8.wav,sheep
607,16,ESC-50-master/audio/2-205966-A-16.wav,wind
608,25,ESC-50-master/audio/2-209471-A-25.wav,footsteps
609,25,ESC-50-master/audio/2-209472-A-25.wav,footsteps
610,25,ESC-50-master/audio/2-209473-A-25.wav,footsteps
611,25,ESC-50-master/audio/2-209474-A-25.wav,footsteps
612,25,ESC-50-master/audio/2-209475-A-25.wav,footsteps
613,25,ESC-50-master/audio/2-209476-A-25.wav,footsteps
614,25,ESC-50-master/audio/2-209477-A-25.wav,footsteps
615,25,ESC-50-master/audio/2-209478-A-25.wav,footsteps
616,39,ESC-50-master/audio/2-250710-A-39.wav,glass_breaking
617,22,ESC-50-master/audio/2-25292-A-22.wav,clapping
618,22,ESC-50-master/audio/2-25293-A-22.wav,clapping
619,45,ESC-50-master/audio/2-262579-A-45.wav,train
620,12,ESC-50-master/audio/2-28314-A-12.wav,crackling_fire
621,12,ESC-50-master/audio/2-28314-B-12.wav,crackling_fire
622,12,ESC-50-master/audio/2-30322-A-12.wav,crackling_fire
623,12,ESC-50-master/audio/2-30322-B-12.wav,crackling_fire
624,4,ESC-50-master/audio/2-32515-A-4.wav,frog
625,4,ESC-50-master/audio/2-32515-B-4.wav,frog
626,4,ESC-50-master/audio/2-32515-C-4.wav,frog
627,4,ESC-50-master/audio/2-32515-D-4.wav,frog
628,4,ESC-50-master/audio/2-32834-A-4.wav,frog
629,40,ESC-50-master/audio/2-37806-A-40.wav,helicopter
630,40,ESC-50-master/audio/2-37806-B-40.wav,helicopter
631,40,ESC-50-master/audio/2-37806-C-40.wav,helicopter
632,40,ESC-50-master/audio/2-37806-D-40.wav,helicopter
633,2,ESC-50-master/audio/2-37870-A-2.wav,pig
634,19,ESC-50-master/audio/2-39441-A-19.wav,thunderstorm
635,19,ESC-50-master/audio/2-39443-A-19.wav,thunderstorm
636,19,ESC-50-master/audio/2-39443-B-19.wav,thunderstorm
637,19,ESC-50-master/audio/2-39945-A-19.wav,thunderstorm
638,19,ESC-50-master/audio/2-39945-B-19.wav,thunderstorm
639,19,ESC-50-master/audio/2-39945-C-19.wav,thunderstorm
640,43,ESC-50-master/audio/2-42101-A-43.wav,car_horn
641,42,ESC-50-master/audio/2-43802-A-42.wav,siren
642,42,ESC-50-master/audio/2-43806-A-42.wav,siren
643,20,ESC-50-master/audio/2-50665-A-20.wav,crying_baby
644,20,ESC-50-master/audio/2-50666-A-20.wav,crying_baby
645,41,ESC-50-master/audio/2-50667-A-41.wav,chainsaw
646,41,ESC-50-master/audio/2-50667-B-41.wav,chainsaw
647,41,ESC-50-master/audio/2-50668-A-41.wav,chainsaw
648,41,ESC-50-master/audio/2-50668-B-41.wav,chainsaw
649,23,ESC-50-master/audio/2-50774-A-23.wav,breathing
650,35,ESC-50-master/audio/2-51173-A-35.wav,washing_machine
651,49,ESC-50-master/audio/2-51630-A-49.wav,hand_saw
652,49,ESC-50-master/audio/2-51630-B-49.wav,hand_saw
653,28,ESC-50-master/audio/2-52001-A-28.wav,snoring
654,28,ESC-50-master/audio/2-52001-B-28.wav,snoring
655,4,ESC-50-master/audio/2-52085-A-4.wav,frog
656,4,ESC-50-master/audio/2-52085-B-4.wav,frog
657,4,ESC-50-master/audio/2-52789-A-4.wav,frog
658,43,ESC-50-master/audio/2-54086-A-43.wav,car_horn
659,23,ESC-50-master/audio/2-54961-A-23.wav,breathing
660,23,ESC-50-master/audio/2-54962-A-23.wav,breathing
661,46,ESC-50-master/audio/2-56926-A-46.wav,church_bells
662,46,ESC-50-master/audio/2-57191-A-46.wav,church_bells
663,22,ESC-50-master/audio/2-57733-A-22.wav,clapping
664,35,ESC-50-master/audio/2-59241-A-35.wav,washing_machine
665,49,ESC-50-master/audio/2-59321-A-49.wav,hand_saw
666,46,ESC-50-master/audio/2-59565-A-46.wav,church_bells
667,46,ESC-50-master/audio/2-59566-A-46.wav,church_bells
668,49,ESC-50-master/audio/2-60180-A-49.wav,hand_saw
669,49,ESC-50-master/audio/2-60180-B-49.wav,hand_saw
670,26,ESC-50-master/audio/2-60791-A-26.wav,laughing
671,26,ESC-50-master/audio/2-60794-A-26.wav,laughing
672,26,ESC-50-master/audio/2-60795-A-26.wav,laughing
673,22,ESC-50-master/audio/2-60900-A-22.wav,clapping
674,12,ESC-50-master/audio/2-61311-A-12.wav,crackling_fire
675,46,ESC-50-master/audio/2-61618-A-46.wav,church_bells
676,26,ESC-50-master/audio/2-62226-A-26.wav,laughing
677,18,ESC-50-master/audio/2-64332-A-18.wav,toilet_flush
678,15,ESC-50-master/audio/2-64962-A-15.wav,water_drops
679,15,ESC-50-master/audio/2-64963-A-15.wav,water_drops
680,18,ESC-50-master/audio/2-65484-A-18.wav,toilet_flush
681,12,ESC-50-master/audio/2-65747-A-12.wav,crackling_fire
682,1,ESC-50-master/audio/2-65750-A-1.wav,rooster
683,23,ESC-50-master/audio/2-66205-A-23.wav,breathing
684,20,ESC-50-master/audio/2-66637-A-20.wav,crying_baby
685,20,ESC-50-master/audio/2-66637-B-20.wav,crying_baby
686,18,ESC-50-master/audio/2-67422-A-18.wav,toilet_flush
687,41,ESC-50-master/audio/2-68391-A-41.wav,chainsaw
688,41,ESC-50-master/audio/2-68391-B-41.wav,chainsaw
689,15,ESC-50-master/audio/2-68595-A-15.wav,water_drops
690,15,ESC-50-master/audio/2-68595-B-15.wav,water_drops
691,5,ESC-50-master/audio/2-69131-A-5.wav,cat
692,5,ESC-50-master/audio/2-69131-B-5.wav,cat
693,42,ESC-50-master/audio/2-70052-A-42.wav,siren
694,42,ESC-50-master/audio/2-70052-B-42.wav,siren
695,18,ESC-50-master/audio/2-70280-A-18.wav,toilet_flush
696,33,ESC-50-master/audio/2-70344-A-33.wav,door_wood_creaks
697,33,ESC-50-master/audio/2-70366-A-33.wav,door_wood_creaks
698,33,ESC-50-master/audio/2-70367-A-33.wav,door_wood_creaks
699,42,ESC-50-master/audio/2-70936-A-42.wav,siren
700,42,ESC-50-master/audio/2-70938-A-42.wav,siren
701,42,ESC-50-master/audio/2-70939-A-42.wav,siren
702,1,ESC-50-master/audio/2-71162-A-1.wav,rooster
703,6,ESC-50-master/audio/2-72268-A-6.wav,hen
704,14,ESC-50-master/audio/2-72547-A-14.wav,chirping_birds
705,14,ESC-50-master/audio/2-72547-B-14.wav,chirping_birds
706,14,ESC-50-master/audio/2-72547-C-14.wav,chirping_birds
707,14,ESC-50-master/audio/2-72547-D-14.wav,chirping_birds
708,18,ESC-50-master/audio/2-72677-A-18.wav,toilet_flush
709,42,ESC-50-master/audio/2-72688-A-42.wav,siren
710,10,ESC-50-master/audio/2-72970-A-10.wav,rain
711,10,ESC-50-master/audio/2-73027-A-10.wav,rain
712,33,ESC-50-master/audio/2-7321-A-33.wav,door_wood_creaks
713,10,ESC-50-master/audio/2-73260-A-10.wav,rain
714,27,ESC-50-master/audio/2-73544-A-27.wav,brushing_teeth
715,47,ESC-50-master/audio/2-74361-A-47.wav,airplane
716,18,ESC-50-master/audio/2-74977-A-18.wav,toilet_flush
717,6,ESC-50-master/audio/2-75726-A-6.wav,hen
718,22,ESC-50-master/audio/2-76408-A-22.wav,clapping
719,22,ESC-50-master/audio/2-76408-B-22.wav,clapping
720,22,ESC-50-master/audio/2-76408-C-22.wav,clapping
721,22,ESC-50-master/audio/2-76408-D-22.wav,clapping
722,6,ESC-50-master/audio/2-76868-A-6.wav,hen
723,46,ESC-50-master/audio/2-77346-A-46.wav,church_bells
724,46,ESC-50-master/audio/2-77347-A-46.wav,church_bells
725,41,ESC-50-master/audio/2-77945-A-41.wav,chainsaw
726,41,ESC-50-master/audio/2-77945-B-41.wav,chainsaw
727,46,ESC-50-master/audio/2-78381-A-46.wav,church_bells
728,37,ESC-50-master/audio/2-78562-A-37.wav,clock_alarm
729,37,ESC-50-master/audio/2-78562-B-37.wav,clock_alarm
730,44,ESC-50-master/audio/2-78651-A-44.wav,engine
731,47,ESC-50-master/audio/2-78781-A-47.wav,airplane
732,47,ESC-50-master/audio/2-78799-A-47.wav,airplane
733,26,ESC-50-master/audio/2-79769-A-26.wav,laughing
734,26,ESC-50-master/audio/2-79775-A-26.wav,laughing
735,28,ESC-50-master/audio/2-80313-A-28.wav,snoring
736,20,ESC-50-master/audio/2-80482-A-20.wav,crying_baby
737,13,ESC-50-master/audio/2-80844-A-13.wav,crickets
738,34,ESC-50-master/audio/2-81112-A-34.wav,can_opening
739,34,ESC-50-master/audio/2-81190-A-34.wav,can_opening
740,1,ESC-50-master/audio/2-81270-A-1.wav,rooster
741,10,ESC-50-master/audio/2-81731-A-10.wav,rain
742,7,ESC-50-master/audio/2-81970-A-7.wav,insects
743,7,ESC-50-master/audio/2-81970-B-7.wav,insects
744,7,ESC-50-master/audio/2-81970-C-7.wav,insects
745,27,ESC-50-master/audio/2-82071-A-27.wav,brushing_teeth
746,7,ESC-50-master/audio/2-82077-A-7.wav,insects
747,5,ESC-50-master/audio/2-82274-A-5.wav,cat
748,5,ESC-50-master/audio/2-82274-B-5.wav,cat
749,10,ESC-50-master/audio/2-82367-A-10.wav,rain
750,23,ESC-50-master/audio/2-82455-A-23.wav,breathing
751,21,ESC-50-master/audio/2-82538-A-21.wav,sneezing
752,13,ESC-50-master/audio/2-83270-A-13.wav,crickets
753,27,ESC-50-master/audio/2-83536-A-27.wav,brushing_teeth
754,34,ESC-50-master/audio/2-83667-A-34.wav,can_opening
755,34,ESC-50-master/audio/2-83688-A-34.wav,can_opening
756,5,ESC-50-master/audio/2-83934-A-5.wav,cat
757,5,ESC-50-master/audio/2-83934-B-5.wav,cat
758,49,ESC-50-master/audio/2-84693-A-49.wav,hand_saw
759,18,ESC-50-master/audio/2-84943-A-18.wav,toilet_flush
760,23,ESC-50-master/audio/2-84965-A-23.wav,breathing
761,13,ESC-50-master/audio/2-85139-A-13.wav,crickets
762,24,ESC-50-master/audio/2-85292-A-24.wav,coughing
763,27,ESC-50-master/audio/2-85434-A-27.wav,brushing_teeth
764,34,ESC-50-master/audio/2-85471-A-34.wav,can_opening
765,18,ESC-50-master/audio/2-85945-A-18.wav,toilet_flush
766,27,ESC-50-master/audio/2-86160-A-27.wav,brushing_teeth
767,34,ESC-50-master/audio/2-87282-A-34.wav,can_opening
768,24,ESC-50-master/audio/2-87412-A-24.wav,coughing
769,33,ESC-50-master/audio/2-87780-A-33.wav,door_wood_creaks
770,10,ESC-50-master/audio/2-87781-A-10.wav,rain
771,24,ESC-50-master/audio/2-87794-A-24.wav,coughing
772,24,ESC-50-master/audio/2-87795-A-24.wav,coughing
773,24,ESC-50-master/audio/2-87799-A-24.wav,coughing
774,38,ESC-50-master/audio/2-88724-A-38.wav,clock_tick
775,37,ESC-50-master/audio/2-89516-A-37.wav,clock_alarm
776,33,ESC-50-master/audio/2-91912-A-33.wav,door_wood_creaks
777,33,ESC-50-master/audio/2-91912-B-33.wav,door_wood_creaks
778,27,ESC-50-master/audio/2-92627-A-27.wav,brushing_teeth
779,29,ESC-50-master/audio/2-92978-A-29.wav,drinking_sipping
780,21,ESC-50-master/audio/2-93030-A-21.wav,sneezing
781,27,ESC-50-master/audio/2-94230-A-27.wav,brushing_teeth
782,29,ESC-50-master/audio/2-94807-A-29.wav,drinking_sipping
783,1,ESC-50-master/audio/2-95035-A-1.wav,rooster
784,1,ESC-50-master/audio/2-95258-A-1.wav,rooster
785,1,ESC-50-master/audio/2-95258-B-1.wav,rooster
786,23,ESC-50-master/audio/2-95567-A-23.wav,breathing
787,13,ESC-50-master/audio/2-96033-A-13.wav,crickets
788,37,ESC-50-master/audio/2-96063-A-37.wav,clock_alarm
789,1,ESC-50-master/audio/2-96460-A-1.wav,rooster
790,47,ESC-50-master/audio/2-96654-A-47.wav,airplane
791,27,ESC-50-master/audio/2-96904-A-27.wav,brushing_teeth
792,23,ESC-50-master/audio/2-98392-A-23.wav,breathing
793,24,ESC-50-master/audio/2-98676-A-24.wav,coughing
794,47,ESC-50-master/audio/2-98866-A-47.wav,airplane
795,32,ESC-50-master/audio/2-99795-A-32.wav,keyboard_typing
796,32,ESC-50-master/audio/2-99796-A-32.wav,keyboard_typing
797,7,ESC-50-master/audio/2-99955-A-7.wav,insects
798,7,ESC-50-master/audio/2-99955-B-7.wav,insects
799,7,ESC-50-master/audio/2-99955-C-7.wav,insects
800,18,ESC-50-master/audio/3-100018-A-18.wav,toilet_flush
801,27,ESC-50-master/audio/3-100024-A-27.wav,brushing_teeth
802,27,ESC-50-master/audio/3-100024-B-27.wav,brushing_teeth
803,33,ESC-50-master/audio/3-101381-A-33.wav,door_wood_creaks
804,33,ESC-50-master/audio/3-101381-B-33.wav,door_wood_creaks
805,49,ESC-50-master/audio/3-102583-A-49.wav,hand_saw
806,49,ESC-50-master/audio/3-102583-B-49.wav,hand_saw
807,49,ESC-50-master/audio/3-102583-C-49.wav,hand_saw
808,4,ESC-50-master/audio/3-102908-A-4.wav,frog
809,19,ESC-50-master/audio/3-103050-A-19.wav,thunderstorm
810,19,ESC-50-master/audio/3-103051-A-19.wav,thunderstorm
811,19,ESC-50-master/audio/3-103051-B-19.wav,thunderstorm
812,19,ESC-50-master/audio/3-103051-C-19.wav,thunderstorm
813,33,ESC-50-master/audio/3-103401-A-33.wav,door_wood_creaks
814,33,ESC-50-master/audio/3-103401-B-33.wav,door_wood_creaks
815,33,ESC-50-master/audio/3-103401-C-33.wav,door_wood_creaks
816,33,ESC-50-master/audio/3-103401-D-33.wav,door_wood_creaks
817,25,ESC-50-master/audio/3-103597-A-25.wav,footsteps
818,25,ESC-50-master/audio/3-103598-A-25.wav,footsteps
819,25,ESC-50-master/audio/3-103599-A-25.wav,footsteps
820,25,ESC-50-master/audio/3-103599-B-25.wav,footsteps
821,12,ESC-50-master/audio/3-104632-A-12.wav,crackling_fire
822,7,ESC-50-master/audio/3-104761-A-7.wav,insects
823,7,ESC-50-master/audio/3-104761-B-7.wav,insects
824,12,ESC-50-master/audio/3-104958-A-12.wav,crackling_fire
825,7,ESC-50-master/audio/3-105235-A-7.wav,insects
826,7,ESC-50-master/audio/3-105236-A-7.wav,insects
827,26,ESC-50-master/audio/3-107123-A-26.wav,laughing
828,1,ESC-50-master/audio/3-107219-A-1.wav,rooster
829,23,ESC-50-master/audio/3-108160-A-23.wav,breathing
830,17,ESC-50-master/audio/3-108451-A-17.wav,pouring_water
831,17,ESC-50-master/audio/3-108451-B-17.wav,pouring_water
832,18,ESC-50-master/audio/3-108677-A-18.wav,toilet_flush
833,18,ESC-50-master/audio/3-108791-A-18.wav,toilet_flush
834,26,ESC-50-master/audio/3-110536-A-26.wav,laughing
835,7,ESC-50-master/audio/3-110913-A-7.wav,insects
836,7,ESC-50-master/audio/3-110913-B-7.wav,insects
837,7,ESC-50-master/audio/3-110913-C-7.wav,insects
838,7,ESC-50-master/audio/3-110913-D-7.wav,insects
839,46,ESC-50-master/audio/3-111102-A-46.wav,church_bells
840,46,ESC-50-master/audio/3-111102-B-46.wav,church_bells
841,18,ESC-50-master/audio/3-112356-A-18.wav,toilet_flush
842,9,ESC-50-master/audio/3-112397-A-9.wav,crow
843,27,ESC-50-master/audio/3-112522-A-27.wav,brushing_teeth
844,23,ESC-50-master/audio/3-112557-A-23.wav,breathing
845,23,ESC-50-master/audio/3-112557-B-23.wav,breathing
846,44,ESC-50-master/audio/3-115382-A-44.wav,engine
847,47,ESC-50-master/audio/3-115387-A-47.wav,airplane
848,47,ESC-50-master/audio/3-115387-B-47.wav,airplane
849,47,ESC-50-master/audio/3-115387-C-47.wav,airplane
850,1,ESC-50-master/audio/3-116135-A-1.wav,rooster
851,9,ESC-50-master/audio/3-117293-A-9.wav,crow
852,16,ESC-50-master/audio/3-117504-A-16.wav,wind
853,16,ESC-50-master/audio/3-117504-B-16.wav,wind
854,37,ESC-50-master/audio/3-117793-A-37.wav,clock_alarm
855,37,ESC-50-master/audio/3-117883-A-37.wav,clock_alarm
856,18,ESC-50-master/audio/3-118059-A-18.wav,toilet_flush
857,27,ESC-50-master/audio/3-118069-A-27.wav,brushing_teeth
858,27,ESC-50-master/audio/3-118069-B-27.wav,brushing_teeth
859,33,ESC-50-master/audio/3-118194-A-33.wav,door_wood_creaks
860,26,ESC-50-master/audio/3-118487-A-26.wav,laughing
861,41,ESC-50-master/audio/3-118656-A-41.wav,chainsaw
862,41,ESC-50-master/audio/3-118657-A-41.wav,chainsaw
863,41,ESC-50-master/audio/3-118657-B-41.wav,chainsaw
864,41,ESC-50-master/audio/3-118658-A-41.wav,chainsaw
865,41,ESC-50-master/audio/3-118658-B-41.wav,chainsaw
866,41,ESC-50-master/audio/3-118972-A-41.wav,chainsaw
867,41,ESC-50-master/audio/3-118972-B-41.wav,chainsaw
868,48,ESC-50-master/audio/3-119120-A-48.wav,fireworks
